loggingTime,loggingSample,tripID,locationTimestamp_since1970,locationLatitude,locationLongitude,locationSpeed,activity,activityActivityConfidence,activityActivityStartDate,restLatitude,restLongitude,destLatitude,destLongitude,restDistance,destDistance,label
1539477677.462843,1,0d660d17-549d-4b45-a675-9a912c683b03,1539477675.999972,37.76694172531158,-121.9585836121086,0,1,2,1539477672.325445,37.7749477,-121.9784459,37.7737941,-121.9316333,1.9596824342580432,2.4883641254906337,preWait
1539477678.466778,2,0d660d17-549d-4b45-a675-9a912c683b03,1539477677.99997,37.76691201146485,-121.95864714693458,0,1,2,1539477672.325445,37.7749477,-121.9784459,37.7737941,-121.9316333,1.956216359834811,2.494692941478582,preWait
1539477679.469827,3,0d660d17-549d-4b45-a675-9a912c683b03,1539477677.99997,37.76691201146485,-121.95864714693458,0,1,2,1539477672.325445,37.7749477,-121.9784459,37.7737941,-121.9316333,1.956216359834811,2.494692941478582,preWait
1539477680.493901,4,0d660d17-549d-4b45-a675-9a912c683b03,1539477679.999968,37.766918842715924,-121.9586517569813,1.33,1,2,1539477672.325445,37.7749477,-121.9784459,37.7737941,-121.9316333,1.9555089278131952,2.494845643164856,preWait
1539477681.549378,5,0d660d17-549d-4b45-a675-9a912c683b03,1539477679.999968,37.766918842715924,-121.9586517569813,1.33,1,2,1539477672.325445,37.7749477,-121.9784459,37.7737941,-121.9316333,1.9555089278131952,2.494845643164856,preWait
1539477682.479459,6,0d660d17-549d-4b45-a675-9a912c683b03,1539477681.999966,37.76690178554297,-121.95867698650991,1.33,1,2,1539477672.325445,37.7749477,-121.9784459,37.7737941,-121.9316333,1.9544038994222117,2.497538259573868,preWait
1539477683.483375,7,0d660d17-549d-4b45-a675-9a912c683b03,1539477682.999966,37.76688896123112,-121.9587054849807,1.45,1,2,1539477672.325445,37.7749477,-121.9784459,37.7737941,-121.9316333,1.9528312719524408,2.500360170996956,preWait
1539477684.519305,8,0d660d17-549d-4b45-a675-9a912c683b03,1539477682.999966,37.76688896123112,-121.9587054849807,1.45,1,2,1539477683.8836699,37.7749477,-121.9784459,37.7737941,-121.9316333,1.9528312719524408,2.500360170996956,preWait
1539477685.489998,9,0d660d17-549d-4b45-a675-9a912c683b03,1539477684.999963,37.766887578217094,-121.95874630484907,2.34,1,2,1539477683.8836699,37.7749477,-121.9784459,37.7737941,-121.9316333,1.949714806312573,2.5038221643572998,preWait
1539477686.493536,10,0d660d17-549d-4b45-a675-9a912c683b03,1539477684.999963,37.766887578217094,-121.95874630484907,2.34,1,2,1539477686.137117,37.7749477,-121.9784459,37.7737941,-121.9316333,1.949714806312573,2.5038221643572998,preWait
1539477687.496747,11,0d660d17-549d-4b45-a675-9a912c683b03,1539477686.9999619,37.76690270755232,-121.958761727551,0.65,1,2,1539477686.137117,37.7749477,-121.9784459,37.7737941,-121.9316333,1.9477376424063289,2.50459701060242,preWait
1539477688.499766,12,0d660d17-549d-4b45-a675-9a912c683b03,1539477686.9999619,37.76690270755232,-121.958761727551,0.65,1,2,1539477688.0575619,37.7749477,-121.9784459,37.7737941,-121.9316333,1.9477376424063289,2.50459701060242,preWait
1539477689.503326,13,0d660d17-549d-4b45-a675-9a912c683b03,1539477688.99996,37.76690149217636,-121.958777653167,1.33,1,2,1539477688.0575619,37.7749477,-121.9784459,37.7737941,-121.9316333,1.94655644982777,2.5059710751818662,preWait
1539477690.508799,14,0d660d17-549d-4b45-a675-9a912c683b03,1539477688.99996,37.76690149217636,-121.958777653167,1.33,1,2,1539477688.0575619,37.7749477,-121.9784459,37.7737941,-121.9316333,1.94655644982777,2.5059710751818662,preWait
1539477691.511506,15,0d660d17-549d-4b45-a675-9a912c683b03,1539477690.999958,37.76689126625449,-121.95882098760643,2.25,3,2,1539477691.27356,37.7749477,-121.9784459,37.7737941,-121.9316333,1.943698412910446,2.509945427100661,preWait
1539477692.51615,16,0d660d17-549d-4b45-a675-9a912c683b03,1539477690.999958,37.76689126625449,-121.95882098760643,2.25,3,2,1539477691.27356,37.7749477,-121.9784459,37.7737941,-121.9316333,1.943698412910446,2.509945427100661,preWait
1539477693.531636,17,0d660d17-549d-4b45-a675-9a912c683b03,1539477692.999957,37.766891014797395,-121.9588447922114,1.34,3,2,1539477691.27356,37.7749477,-121.9784459,37.7737941,-121.9316333,1.941854707208905,2.5119461606943525,preWait
1539477694.551182,18,0d660d17-549d-4b45-a675-9a912c683b03,1539477692.999957,37.766891014797395,-121.9588447922114,1.34,3,2,1539477691.27356,37.7749477,-121.9784459,37.7737941,-121.9316333,1.941854707208905,2.5119461606943525,preWait
