loggingTime,loggingSample,tripID,locationTimestamp_since1970,locationLatitude,locationLongitude,locationSpeed,activity,activityActivityConfidence,activityActivityStartDate,restLatitude,restLongitude,destLatitude,destLongitude,restDistance,destDistance,label
1539476587.857023,1,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476587.000849,37.773820627515924,-121.9315928780678,0.15,1,2,1539476586.438213,37.763196,-121.950607,37.767207,-121.958499,2.0467082126590146,2.4766502097319782,preWait
1539476588.859392,2,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476587.000849,37.773820627515924,-121.9315928780678,0.15,1,2,1539476586.438213,37.763196,-121.950607,37.767207,-121.958499,2.0467082126590146,2.4766502097319782,preWait
1539476589.862633,3,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476589.0007188,37.773820627515924,-121.9315928780678,0,1,2,1539476586.438213,37.763196,-121.950607,37.767207,-121.958499,2.0467082126590146,2.4766502097319782,preWait
1539476590.865732,4,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476589.0007188,37.773820627515924,-121.9315928780678,0,1,2,1539476586.438213,37.763196,-121.950607,37.767207,-121.958499,2.0467082126590146,2.4766502097319782,preWait
1539476591.86934,5,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476591.000605,37.773820627515924,-121.9315928780678,0,1,2,1539476586.438213,37.763196,-121.950607,37.767207,-121.958499,2.0467082126590146,2.4766502097319782,preWait
1539476592.882453,6,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476591.000605,37.773820627515924,-121.9315928780678,0,1,2,1539476586.438213,37.763196,-121.950607,37.767207,-121.958499,2.0467082126590146,2.4766502097319782,preWait
1539476594.012506,7,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476593.000504,37.773820627515924,-121.9315928780678,0,1,2,1539476586.438213,37.763196,-121.950607,37.767207,-121.958499,2.0467082126590146,2.4766502097319782,preWait
1539476594.879724,8,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476593.000504,37.773820627515924,-121.9315928780678,0,1,2,1539476586.438213,37.763196,-121.950607,37.767207,-121.958499,2.0467082126590146,2.4766502097319782,preWait
1539476595.904584,9,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476595.000417,37.773820627515924,-121.9315928780678,0,1,2,1539476586.438213,37.763196,-121.950607,37.767207,-121.958499,2.0467082126590146,2.4766502097319782,preWait
1539476596.886531,10,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476595.000417,37.773820627515924,-121.9315928780678,0,1,2,1539476586.438213,37.763196,-121.950607,37.767207,-121.958499,2.0467082126590146,2.4766502097319782,preWait
1539476597.889757,11,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476597.000338,37.773820627515924,-121.9315928780678,0,1,2,1539476597.356179,37.763196,-121.950607,37.767207,-121.958499,2.0467082126590146,2.4766502097319782,preWait
1539476598.8932538,12,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476597.000338,37.773820627515924,-121.9315928780678,0,1,2,1539476597.356179,37.763196,-121.950607,37.767207,-121.958499,2.0467082126590146,2.4766502097319782,preWait
1539476599.896535,13,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476599.00027,37.773820627515924,-121.9315928780678,0,1,2,1539476597.356179,37.763196,-121.950607,37.767207,-121.958499,2.0467082126590146,2.4766502097319782,preWait
1539476600.899874,14,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476599.00027,37.773820627515924,-121.9315928780678,0,1,2,1539476597.356179,37.763196,-121.950607,37.767207,-121.958499,2.0467082126590146,2.4766502097319782,preWait
1539476601.955126,15,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476601.00021,37.773820627515924,-121.9315928780678,0,1,2,1539476597.356179,37.763196,-121.950607,37.767207,-121.958499,2.0467082126590146,2.4766502097319782,preWait
1539476602.913837,16,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476601.00021,37.773820627515924,-121.9315928780678,0,1,2,1539476602.177695,37.763196,-121.950607,37.767207,-121.958499,2.0467082126590146,2.4766502097319782,preWait
1539476603.909976,17,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476603.0001562,37.773820627515924,-121.9315928780678,0,1,2,1539476602.177695,37.763196,-121.950607,37.767207,-121.958499,2.0467082126590146,2.4766502097319782,preWait
1539476604.9365606,18,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476603.0001562,37.773820627515924,-121.9315928780678,0,3,2,1539476604.745483,37.763196,-121.950607,37.767207,-121.958499,2.0467082126590146,2.4766502097319782,preWait
1539476605.916568,19,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476605.00011,37.773820627515924,-121.9315928780678,0,3,2,1539476604.745483,37.763196,-121.950607,37.767207,-121.958499,2.0467082126590146,2.4766502097319782,preWait
1539476606.933633,20,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476605.00011,37.773820627515924,-121.9315928780678,0,3,2,1539476604.745483,37.763196,-121.950607,37.767207,-121.958499,2.0467082126590146,2.4766502097319782,preWait
1539476607.9943712,21,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476607.000068,37.77382536329122,-121.9315967337433,0.27,3,2,1539476604.745483,37.763196,-121.950607,37.767207,-121.958499,2.0467354776395768,2.4764829601944904,preWait
1539476608.9434562,22,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476607.000068,37.77382536329122,-121.9315967337433,0.27,3,2,1539476604.745483,37.763196,-121.950607,37.767207,-121.958499,2.0467354776395768,2.4764829601944904,preWait
1539476609.960881,23,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476609.000031,37.7738271654004,-121.9316023496184,0.33,3,2,1539476604.745483,37.763196,-121.950607,37.767207,-121.958499,2.0464482238074173,2.4760711878173822,preWait
1539476610.938062,24,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476609.000031,37.7738271654004,-121.9316023496184,0.33,3,2,1539476604.745483,37.763196,-121.950607,37.767207,-121.958499,2.0464482238074173,2.4760711878173822,preWait
1539476611.93676,25,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476610.999998,37.77382460891993,-121.93160897132192,0.23,3,2,1539476611.803758,37.763196,-121.950607,37.767207,-121.958499,2.045808933473737,2.4754310098566674,preWait
1539476612.944949,26,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476610.999998,37.77382460891993,-121.93160897132192,0.23,3,2,1539476611.803758,37.763196,-121.950607,37.767207,-121.958499,2.045808933473737,2.4754310098566674,preWait
1539476614.085398,27,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476612.999969,37.773817903397386,-121.9316105638835,0.23,3,2,1539476611.803758,37.763196,-121.950607,37.767207,-121.958499,2.045264061982767,2.4750759078590083,preWait
1539476614.947024,28,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476612.999969,37.773817903397386,-121.9316105638835,0.23,3,2,1539476611.803758,37.763196,-121.950607,37.767207,-121.958499,2.045264061982767,2.4750759078590083,preWait
1539476615.958853,29,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476614.999944,37.773811407422436,-121.9316031039897,0.56,3,2,1539476615.020575,37.763196,-121.950607,37.767207,-121.958499,2.045382553258915,2.475487745937305,preWait
1539476616.986576,30,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476614.999944,37.773811407422436,-121.9316031039897,0.56,3,2,1539476615.020575,37.763196,-121.950607,37.767207,-121.958499,2.045382553258915,2.475487745937305,preWait
1539476617.978589,31,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476616.999922,37.77381015013696,-121.9315814786795,0.56,3,1,1539476617.588508,37.763196,-121.950607,37.767207,-121.958499,2.0468546128172007,2.477261606928509,preWait
1539476618.960037,32,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476616.999922,37.77381015013696,-121.9315814786795,0.56,3,1,1539476617.588508,37.763196,-121.950607,37.767207,-121.958499,2.0468546128172007,2.477261606928509,preWait
1539476619.963875,33,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476618.999902,37.77380482762845,-121.93157678481371,0.59,3,1,1539476617.588508,37.763196,-121.950607,37.767207,-121.958499,2.046850619102445,2.47748040431666,preWait
1539476621.012623,34,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476618.999902,37.77380482762845,-121.93157678481371,0.59,3,1,1539476617.588508,37.763196,-121.950607,37.767207,-121.958499,2.046850619102445,2.47748040431666,preWait
1539476622.029252,35,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476620.999884,37.77380478571893,-121.93158608872619,0.22,2,0,1539476621.436728,37.763196,-121.950607,37.767207,-121.958499,2.046179661860526,2.476697935092592,preWait
1539476622.989132,36,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476620.999884,37.77380478571893,-121.93158608872619,0.22,2,0,1539476621.436728,37.763196,-121.950607,37.767207,-121.958499,2.046179661860526,2.476697935092592,preWait
1539476623.977013,37,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476622.999867,37.77381111405582,-121.93159380007721,0,3,2,1539476623.041481,37.763196,-121.950607,37.767207,-121.958499,2.0460316713371105,2.4762590540161384,preWait
1539476625.012231,38,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476622.999867,37.77381111405582,-121.93159380007721,0,3,2,1539476623.041481,37.763196,-121.950607,37.767207,-121.958499,2.0460316713371105,2.4762590540161384,preWait
1539476626.037889,39,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476624.9998536,37.77381631083579,-121.93159497354358,0.26,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.0462808031755317,2.4763319048450687,preWait
1539476627.000515,40,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476624.9998536,37.77381631083579,-121.93159497354358,0.26,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.0462808031755317,2.4763319048450687,preWait
1539476627.9903991,41,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476626.999842,37.77381446681709,-121.93158759746879,0.26,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.046692042876923,2.4768902303761418,preWait
1539476629.004478,42,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476626.999842,37.77381446681709,-121.93158759746879,0.26,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.046692042876923,2.4768902303761418,preWait
1539476630.0310981,43,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476628.99983,37.77382796168121,-121.93159706901942,0.43,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.046878256943192,2.4765406583576817,preWait
1539476631.000664,44,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476628.99983,37.77382796168121,-121.93159706901942,0.43,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.046878256943192,2.4765406583576817,preWait
1539476632.00374,45,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476630.99982,37.77384133081676,-121.931601259971,0.48,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.04743651560282,2.47663113590819,preWait
1539476633.00703,46,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476630.99982,37.77384133081676,-121.931601259971,0.48,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.04743651560282,2.47663113590819,preWait
1539476634.0104392,47,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476632.999811,37.7738382714221,-121.9315994997713,0.19,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.0473661405471053,2.4766775717553338,preWait
1539476635.013736,48,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476632.999811,37.7738382714221,-121.9315994997713,0.19,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.0473661405471053,2.4766775717553338,preWait
1539476636.060267,49,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476634.9998028,37.773851892014754,-121.9316003379616,0.88,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.048181688036988,2.477058379449878,preWait
1539476637.0204241,50,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476634.9998028,37.773851892014754,-121.9316003379616,0.88,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.048181688036988,2.477058379449878,preWait
1539476638.0771608,51,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476636.9997964,37.77387297250122,-121.9316184428725,0.98,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.0482414206579818,2.476239835649414,preWait
1539476639.0272286,52,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476636.9997964,37.77387297250122,-121.9316184428725,0.98,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.0482414206579818,2.476239835649414,preWait
1539476640.050952,53,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476638.999789,37.77385402940006,-121.93165590997972,0.98,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.0443370347871106,2.4724676069849694,preWait
1539476641.077242,54,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476638.999789,37.77385402940006,-121.93165590997972,0.98,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.0443370347871106,2.4724676069849694,preWait
1539476642.0669198,55,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476640.999783,37.77384334247352,-121.9316654653493,1.32,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.0429639296237414,2.4713112135579087,preWait
1539476643.040671,56,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476640.999783,37.77384334247352,-121.9316654653493,1.32,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.0429639296237414,2.4713112135579087,preWait
1539476644.047494,57,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476642.9997768,37.77386358476968,-121.93164744425751,0.4,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.0455592696024154,2.47349529212604,preWait
1539476645.082565,58,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476644.999772,37.77389380153061,-121.9316218794528,0.88,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.0493385902546617,2.476645655778207,preWait
1539476646.0507019,59,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476644.999772,37.77389380153061,-121.9316218794528,0.88,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.0493385902546617,2.476645655778207,preWait
1539476647.075567,60,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476644.999772,37.77389380153061,-121.9316218794528,0.88,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.0493385902546617,2.476645655778207,preWait
1539476648.057369,61,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476646.999768,37.77390679348053,-121.9315894414875,0.77,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.052498829713663,2.4797988725916937,preWait
1539476649.060395,62,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476646.999768,37.77390679348053,-121.9315894414875,0.77,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.052498829713663,2.4797988725916937,preWait
1539476650.108149,63,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476648.999763,37.773912199808066,-121.9315799699369,0,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.0535256504045747,2.480773468125851,preWait
1539476651.082501,64,b883f620-8ccc-462c-a8cd-41cc9aa86e95,1539476648.999763,37.773912199808066,-121.9315799699369,0,3,1,1539476625.291854,37.763196,-121.950607,37.767207,-121.958499,2.0535256504045747,2.480773468125851,preWait
