loggingTime,loggingSample,identifierForVendor,deviceID,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,activityTimestamp_sinceReboot,activity,activityActivityConfidence,activityActivityStartDate,altimeterTimestamp_sinceReboot,altimeterReset,altimeterRelativeAltitude,altimeterPressure,deviceOrientation,label
1539481640.88511,375,0,0,1539481639.999966,37.79822093438152,-121.9233357814345,192.2447,0.34,100.546875,3,5,-9999,1539481640.513367,-13.00410652160645,7.858643054962158,-45.00467681884766,12.59009838104248,359.234130859375,15,18829.5768595,2,0,1539481639.747199,18828.06923,0,8.106628,98.70983,5,0
1539481641.877687,376,0,0,1539481640.999968,37.79822064101491,-121.923331925759,192.3663,0.26,100.546875,3,5,-9999,1539481641.516785,-12.77092552185059,8.343864440917969,-45.02600479125977,12.25254344940186,358.8965759277344,15,18831.50334416667,2,0,1539481641.673684,18829.021291,0,8.074921,98.71018,5,0
1539481642.882072,377,0,0,1539481641.999968,37.79822407759521,-121.9233306684735,192.237,0.32,352.6171875,3,5,-9999,1539481642.520134,-12.43729400634766,8.922561645507812,-45.05535125732422,12.87787914276123,359.5219116210938,15,18832.46662279167,2,0,1539481642.636962,18829.973307,0,8.040573,98.71058,5,0
1539481643.884523,378,0,0,1539481642.999968,37.79822407759521,-121.9233306684735,192.2566,0,315.703125,3,5,-9999,1539481643.52343,-12.34803199768066,8.947887420654297,-44.66748046875,12.30814647674561,358.9521789550781,15,18832.46662279167,2,0,1539481642.636962,18830.925238,0,8.040573,98.71059,5,0
1539481644.887805,379,0,0,1539481643.999969,37.79822407759521,-121.9233306684735,192.2149,0,315.703125,3,5,-9999,1539481644.526912,-11.92885780334473,9.0255126953125,-45.03238296508789,12.48166942596436,359.1257019042969,15,18832.46662279167,2,0,1539481642.636962,18831.877083,0,7.987732,98.71123,5,0
1539481645.89125,380,0,0,1539481644.999969,37.79822407759521,-121.9233306684735,192.2565,0,315.703125,3,5,-9999,1539481645.530219,-11.76823425292969,9.482646942138672,-45.2658805847168,12.83729076385498,359.4813232421875,15,18835.67832516667,2,0,1539481645.848665,18832.829005,0,7.987732,98.71123,5,0
1539481646.894418,381,0,0,1539481644.999969,37.79822407759521,-121.9233306684735,192.2565,0,315.703125,3,5,-9999,1539481646.533534,-11.7397632598877,9.228822708129883,-44.95236968994141,12.34821605682373,358.9922485351562,15,18835.67832516667,2,0,1539481645.848665,18833.780829,0,7.995651,98.71112,5,0
1539481647.922236,382,0,0,1539481646.999969,37.79822407759521,-121.9233306684735,192.3196,0,315.703125,3,5,-9999,1539481647.537264,-11.41997909545898,9.424289703369141,-45.11173629760742,13.05741405487061,359.7014465332031,15,18836.964840625,3,2,1539481647.13518,18834.732601,0,8.011505,98.71092,5,0
1539481648.901289,383,0,0,1539481647.999969,37.7982203476483,-121.9233403076622,192.5148,0.16,346.640625,3,5,-9999,1539481648.540414,-11.596360206604,9.33936882019043,-45.0884895324707,13.19275951385498,359.8367919921875,15,18837.925004875,2,0,1539481648.095345,18835.684453,0,8.035294,98.71065,5,0
1539481649.922115,384,0,0,1539481647.999969,37.7982203476483,-121.9233403076622,192.5148,0.16,346.640625,3,5,-9999,1539481649.543771,-11.54585266113281,9.613740921020508,-45.02223587036133,13.5128698348999,0.1569020450115204,15,18839.5332535,3,2,1539481649.703593,18836.636237,0,8.064362,98.7103,5,0
1539481650.908177,385,0,0,1539481649.999969,37.7982203476483,-121.9233403076622,192.5078,0,346.640625,3,5,-9999,1539481650.547123,-11.42886924743652,9.427640914916992,-45.17606353759766,13.38034057617188,0.02437285520136356,15,18840.493679,2,0,1539481650.664019,18837.588032,0,8.072281,98.71021,5,0
