loggingTime,loggingSample,identifierForVendor,deviceID,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,activityTimestamp_sinceReboot,activity,activityActivityConfidence,activityActivityStartDate,altimeterTimestamp_sinceReboot,altimeterReset,altimeterRelativeAltitude,altimeterPressure,deviceOrientation,label
1539477710.56525,34,0,0,1539477708.999942,37.76684256739706,-121.9589514100197,131.9512,0.37,30.5859375,3,5,-9999,1539477710.023891,-52.98458480834961,-28.0750617980957,-20.37812423706055,86.5361328125,73.18761444091797,15,14899.085857875,3,1,1539477709.256197,14897.53885,0,-44.62614,99.3316,1,0
1539477711.568629,35,0,0,1539477710.999939,37.76684219021142,-121.9589527511242,132.2417,0.21,230.2734375,3,5,-9999,1539477711.027098,-50.36112594604492,-34.64533615112305,-17.31316566467285,86.23534393310547,72.88682556152344,15,14899.085857875,3,1,1539477709.256197,14898.490017,0,-44.73183,99.33284,1,0
1539477712.572271,36,0,0,1539477710.999939,37.76684219021142,-121.9589527511242,132.2417,0.21,230.2734375,3,5,-9999,1539477712.030509,-53.21717834472656,-33.26860809326172,-16.08757019042969,80.61463165283203,67.26611328125,15,14899.085857875,3,1,1539477709.256197,14899.44158,0,-44.73712,99.33292,1,0
1539477713.575777,37,0,0,1539477712.999938,37.76683934036434,-121.9589631446842,131.9447,0.17,343.125,3,5,-9999,1539477713.033987,-51.37801361083984,-34.83246994018555,-18.83468437194824,81.68867492675781,68.34015655517578,15,14899.085857875,3,1,1539477709.256197,14900.393378,0,-44.73712,99.33292,1,0
1539477714.578774,38,0,0,1539477712.999938,37.76683934036434,-121.9589631446842,131.9447,0.17,343.125,3,5,-9999,1539477714.037392,-50.73011016845703,-35.92830276489258,-18.90641403198242,78.11023712158203,64.76171875,15,14899.085857875,3,1,1539477709.256197,14901.345272,0,-44.76089,99.3332,1,0
1539477715.583158,39,0,0,1539477714.999935,37.76683058127553,-121.9589713589493,132.0113,0.18,184.921875,3,5,-9999,1539477715.040861,-50.49335861206055,-36.07031631469727,-19.70166778564453,78.69992828369141,65.35140991210938,15,14899.085857875,3,1,1539477709.256197,14902.297018,0,-44.76089,99.3332,1,0
1539477716.585837,40,0,0,1539477714.999935,37.76683058127553,-121.9589713589493,132.0113,0.18,184.921875,3,5,-9999,1539477716.044398,-51.77541732788086,-34.99748992919922,-18.01267051696777,83.65921783447266,70.31069946289062,15,14899.085857875,3,1,1539477709.256197,14903.248609,0,-44.76089,99.33321,1,0
1539477717.589132,41,0,0,1539477716.999934,37.76682081635833,-121.9589727838728,131.9437,0.18,97.3828125,3,5,-9999,1539477717.049031,-51.6769905090332,-35.17810821533203,-17.52842712402344,84.10350036621094,70.75498199462891,15,14899.085857875,3,1,1539477709.256197,14904.200221,0,-44.76089,99.33321,1,0
1539477718.588449,42,0,0,1539477716.999934,37.76682081635833,-121.9589727838728,131.9437,0.18,97.3828125,3,5,-9999,1539477718.050742,-52.34123992919922,-35.01428985595703,-17.24220657348633,84.41162109375,71.06310272216797,15,14899.085857875,3,1,1539477709.256197,14905.152038,0,-44.76353,99.33324,1,0
1539477719.598618,43,0,0,1539477718.999932,37.76680568702311,-121.958962809408,131.8952,0.66,178.59375,3,5,-9999,1539477719.056691,-52.56146240234375,-35.13359069824219,-16.31973648071289,85.46923828125,72.12071990966797,15,14909.359955625,3,2,1539477719.530295,14906.103885,0,-44.76353,99.33324,1,0
1539477720.601872,44,0,0,1539477718.999932,37.76680568702311,-121.958962809408,131.8952,0.66,178.59375,3,5,-9999,1539477720.060132,-50.54903030395508,-36.0213623046875,-19.44677543640137,79.42635345458984,66.07783508300781,15,14909.359955625,3,2,1539477719.530295,14907.055687,0,-44.76353,99.33324,1,0
1539477721.604779,45,0,0,1539477720.999935,37.76680568702311,-121.958962809408,131.9459,0,36.2109375,3,5,-9999,1539477721.063789,-52.74099349975586,-32.90468597412109,-19.46845626831055,85.11554718017578,71.76702880859375,15,14909.359955625,3,2,1539477719.530295,14908.959276,0,-44.78732,99.33351,1,0
1539477722.608256,46,0,0,1539477720.999935,37.76680568702311,-121.958962809408,131.9459,0,36.2109375,3,5,-9999,1539477722.066702,-53.57475662231445,-31.30303001403809,-20.18237495422363,83.06479644775391,69.71627807617188,15,14909.359955625,3,2,1539477719.530295,14909.910682,0,-44.78732,99.33351,1,0
1539477723.611984,47,0,0,1539477722.999928,37.76680568702311,-121.958962809408,132.0277,0,79.453125,3,5,-9999,1539477723.070094,-53.48878479003906,-31.90447235107422,-18.96940994262695,83.68154144287109,70.33302307128906,15,14909.359955625,3,2,1539477719.530295,14910.862145,0,-44.77939,99.33342,1,0
1539477724.615214,48,0,0,1539477722.999928,37.76680568702311,-121.958962809408,132.0277,0,79.453125,3,5,-9999,1539477724.073767,-53.56171798706055,-31.85163497924805,-18.45142364501953,83.61673736572266,70.26821899414062,15,14914.173215125,2,0,1539477724.343555,14911.81373,0,-44.76883,99.33331,1,0
1539477725.612388,49,0,0,1539477724.999927,37.76680568702311,-121.958962809408,131.881,0,34.1015625,3,5,-9999,1539477725.07703,-53.68844223022461,-31.8900089263916,-18.31544303894043,83.61614990234375,70.26763153076172,15,14915.13645354167,2,0,1539477725.306793,14912.765821,0,-44.76883,99.33331,1,0
1539477726.617297,50,0,0,1539477724.999927,37.76680568702311,-121.958962809408,131.881,0,34.1015625,3,5,-9999,1539477726.077861,-53.22771072387695,-32.35168075561523,-18.71904945373535,83.87839508056641,70.52987670898438,15,14915.13645354167,2,0,1539477725.306793,14913.718316,0,-44.76883,99.33329,1,0
1539477727.620463,51,0,0,1539477726.999925,37.76680568702311,-121.958962809408,132.1002,0,73.828125,3,5,-9999,1539477727.088855,-53.96574783325195,-31.9141674041748,-19.57022285461426,83.45783233642578,70.10931396484375,15,14916.73697591667,3,2,1539477726.907316,14914.670217,0,-44.75298,99.3331,1,0
1539477728.62396,52,0,0,1539477726.999925,37.76680568702311,-121.958962809408,132.1002,0,73.828125,3,5,-9999,1539477728.092044,-54.36569213867188,-31.25189971923828,-18.78711128234863,83.36653900146484,70.01802062988281,15,14918.342598,2,0,1539477728.512938,14915.622031,0,-44.75298,99.3331,1,0
1539477729.627175,53,0,0,1539477728.999922,37.76680727958471,-121.9589371607843,131.742,0.2,81.5625,3,5,-9999,1539477729.095514,-54.97941589355469,-30.78886413574219,-18.32365798950195,82.50578308105469,69.15726470947266,15,14919.306194,2,0,1539477729.476534,14916.573769,0,-44.80318,99.33369,1,0
1539477730.63074,54,0,0,1539477728.999922,37.76680727958471,-121.9589371607843,131.742,0.2,81.5625,3,5,-9999,1539477730.099002,-54.80067443847656,-30.8740177154541,-18.66268920898438,82.00266265869141,68.65414428710938,15,14919.306194,2,0,1539477729.476534,14917.525462,0,-44.80318,99.33371,1,0
1539477731.634361,55,0,0,1539477730.999921,37.76681180581242,-121.9589301199857,131.8596,0,81.9140625,3,5,-9999,1539477731.102347,-54.30768966674805,-31.30157852172852,-18.39265060424805,83.17929077148438,69.83077239990234,15,14920.5899385,3,2,1539477730.760278,14918.477121,0,-44.81903,99.3339,1,0
1539477732.637686,56,0,0,1539477730.999921,37.76681180581242,-121.9589301199857,131.8596,0,81.9140625,3,5,-9999,1539477732.105777,-54.2489128112793,-31.42909049987793,-18.63712692260742,82.92001342773438,69.57149505615234,15,14922.19821891667,2,0,1539477732.368559,14919.428755,0,-44.83224,99.33404,1,0
1539477733.640728,57,0,0,1539477732.999919,37.76681180581242,-121.9589301199857,131.8015,0,189.4921875,3,5,-9999,1539477733.109085,-54.1494026184082,-31.43337249755859,-18.75923538208008,83.18058776855469,69.83206939697266,15,14923.15854691667,2,0,1539477733.328887,14920.380327,0,-44.84016,99.33415,1,0
1539477734.642636,58,0,0,1539477732.999919,37.76681180581242,-121.9589301199857,131.8015,0,189.4921875,3,5,-9999,1539477734.11311,-53.86027145385742,-31.35149955749512,-18.68115234375,83.41913604736328,70.07061767578125,15,14923.15854691667,2,0,1539477733.328887,14921.331817,0,-44.84016,99.33415,1,0
1539477735.654954,59,0,0,1539477734.999918,37.76681180581242,-121.9589301199857,132.0493,0,189.4921875,3,5,-9999,1539477735.123326,-53.7130241394043,-31.65592384338379,-18.91689300537109,83.20041656494141,69.85189819335938,15,14923.15854691667,2,0,1539477733.328887,14922.283338,0,-44.81903,99.33388,1,0
1539477736.658333,60,0,0,1539477734.999918,37.76681180581242,-121.9589301199857,132.0493,0,189.4921875,3,5,-9999,1539477736.126736,-53.08893585205078,-31.6375617980957,-19.5955810546875,82.94879913330078,69.60028076171875,15,14926.055875375,3,2,1539477736.226215,14923.234696,0,-44.75562,99.33315,1,0
1539477737.661547,61,0,0,1539477736.999915,37.76681180581242,-121.9589301199857,132.1817,0,189.4921875,3,5,-9999,1539477737.130029,-53.46920776367188,-31.40273475646973,-19.33490753173828,83.23113250732422,69.88261413574219,15,14926.055875375,3,2,1539477736.226215,14924.18596,0,-44.7424,99.33297,1,0
1539477738.665052,62,0,0,1539477736.999915,37.76681180581242,-121.9589301199857,132.1817,0,189.4921875,3,5,-9999,1539477738.133397,-53.36023712158203,-31.35159492492676,-20.15655899047852,83.53276062011719,70.18424224853516,15,14927.66117441667,2,0,1539477737.831514,14925.13723,0,-44.68692,99.33233,1,0
1539477739.668361,63,0,0,1539477738.999913,37.76682534258605,-121.9589196426067,132.2187,0.68,163.125,3,5,-9999,1539477739.136795,-53.19517135620117,-31.67229270935059,-19.7971248626709,83.29824829101562,69.94972991943359,15,14927.66117441667,2,0,1539477737.831514,14927.039544,0,-44.56801,99.33092,1,0
1539477740.660363,64,0,0,1539477738.999913,37.76682534258605,-121.9589196426067,132.2187,0.68,163.125,3,5,-9999,1539477740.140167,-52.9071044921875,-31.71514892578125,-20.74349594116211,83.20646667480469,69.85794830322266,15,14930.228301375,3,2,1539477740.398641,14927.990694,0,-44.53366,99.33051,1,0
1539477741.672624,65,0,0,1539477740.999912,37.76681205726952,-121.9589140267316,132.2976,0.64,155.7421875,3,5,-9999,1539477741.15108,-52.57502746582031,-31.8520679473877,-20.86168098449707,83.21452331542969,69.86600494384766,15,14930.549107375,2,0,1539477740.719447,14928.941776,0,-44.49402,99.33005,1,0
1539477742.676052,66,0,0,1539477740.999912,37.76681205726952,-121.9589140267316,132.2976,0.64,155.7421875,3,5,-9999,1539477742.154478,-52.95220184326172,-31.40105247497559,-20.88263702392578,83.02721405029297,69.67869567871094,15,14932.48903225,3,2,1539477742.659372,14929.893735,0,-44.45703,99.32962,1,0
1539477743.679386,67,0,0,1539477742.99991,37.76681205726952,-121.9589140267316,132.3849,0,155.7421875,3,5,-9999,1539477743.157846,-54.59720993041992,-29.56023788452148,-22.98486328125,79.97052001953125,66.62200164794922,15,14933.12720979167,3,2,1539477743.297549,14930.845626,0,-44.42796,99.32925,1,0
1539477744.68252,68,0,0,1539477742.99991,37.76681205726952,-121.9589140267316,132.3849,0,155.7421875,3,5,-9999,1539477744.161022,-57.60218048095703,-23.2357063293457,-22.66687965393066,77.26898956298828,63.92047119140625,15,14933.12720979167,3,2,1539477743.297549,14931.79699,0,-44.42796,99.32925,1,0
1539477745.686385,69,0,0,1539477744.999907,37.76681205726952,-121.9589140267316,132.2277,0,344.8828125,3,5,-9999,1539477745.16465,-58.77632141113281,-21.37503623962402,-22.17779159545898,72.34903717041016,59.00051498413086,15,14935.374569,2,0,1539477745.544909,14932.748252,0,-44.42796,99.32927,1,0
1539477746.689443,70,0,0,1539477744.999907,37.76681205726952,-121.9589140267316,132.2277,0,344.8828125,3,5,-9999,1539477746.167993,-57.73903656005859,-21.46559524536133,-24.05818557739258,72.88430023193359,59.53578186035156,15,14936.33783775,3,2,1539477746.508177,14933.69951,0,-44.42796,99.32927,1,0
1539477747.692549,71,0,0,1539477746.999905,37.76681205726952,-121.9589140267316,132.6392,0,124.8046875,3,5,-9999,1539477747.171228,-58.32738494873047,-20.30206108093262,-23.66679000854492,72.45880889892578,59.11028671264648,15,14936.33783775,3,2,1539477746.508177,14934.650943,0,-44.3804,99.3287,1,0
1539477748.696197,72,0,0,1539477746.999905,37.76681205726952,-121.9589140267316,132.6392,0,124.8046875,3,5,-9999,1539477748.174763,-57.23246765136719,-19.25211715698242,-26.6245002746582,71.24048614501953,57.8919677734375,15,14936.33783775,3,2,1539477746.508177,14935.602496,0,-44.36455,99.32851,1,0
1539477749.699251,73,0,0,1539477748.999905,37.76680183134765,-121.9589047228191,132.5771,0.19,332.578125,3,5,-9999,1539477749.178028,-55.09165573120117,-26.88423919677734,-24.16863632202148,82.32720184326172,68.97868347167969,15,14936.33783775,3,2,1539477746.508177,14936.554172,0,-44.34341,99.32827,5,0
1539477750.702899,74,0,0,1539477748.999905,37.76680183134765,-121.9589047228191,132.5771,0.19,332.578125,3,5,-9999,1539477750.181515,-54.72521591186523,-28.87396049499512,-22.48396301269531,82.92813110351562,69.57961273193359,15,14936.33783775,3,2,1539477746.508177,14937.505864,0,-44.20865,99.32668,1,0
1539477751.740078,75,0,0,1539477750.999902,37.76680183134765,-121.9589047228191,132.5632,0,343.828125,3,25,-9999,1539477751.184903,-56.77279663085938,-19.91369438171387,-27.99873733520508,71.41757965087891,58.06906127929688,15,14936.33783775,3,2,1539477746.508177,14938.457667,0,-44.19543,99.32652,1,0
1539477752.709736,76,0,0,1539477750.999902,37.76680183134765,-121.9589047228191,132.5632,0,343.828125,3,25,-9999,1539477752.188086,-55.58943176269531,-25.53872108459473,-25.52615165710449,79.45836639404297,66.10984802246094,15,14936.33783775,3,2,1539477746.508177,14939.409625,0,-44.18488,99.3264,1,0
1539477753.71328,77,0,0,1539477752.9999,37.76680095124782,-121.9589083270374,132.4596,0,333.984375,3,25,-9999,1539477753.191624,-55.59061050415039,-23.82099342346191,-26.77619171142578,78.39041137695312,65.04189300537109,15,14936.33783775,3,2,1539477746.508177,14940.362009,0,-44.15845,99.32607,1,0
1539477754.716571,78,0,0,1539477752.9999,37.76680095124782,-121.9589083270374,132.4596,0,333.984375,3,25,-9999,1539477754.195555,-55.63067626953125,-18.93584823608398,-25.94480133056641,78.28984832763672,64.94132995605469,15,14936.33783775,3,2,1539477746.508177,14941.315141,0,-44.15845,99.32607,1,0
1539477755.719992,79,0,0,1539477754.999897,37.76680095124782,-121.9589083270374,132.5733,0,282.3046875,4,25,-9999,1539477755.198821,-76.15780639648438,12.58875465393066,21.44832611083984,85.30345153808594,71.95493316650391,15,14936.33783775,3,2,1539477746.508177,14942.268443,0,-44.24036,99.32705,1,0
1539477756.723717,80,0,0,1539477754.999897,37.76680095124782,-121.9589083270374,132.5733,0,282.3046875,4,25,-9999,1539477756.201697,-117.4192047119141,81.62032318115234,4.349854469299316,56.78465270996094,43.43613052368164,15,14936.33783775,3,2,1539477746.508177,14943.221437,0,-44.24565,99.32712,1,0
1539477757.726347,81,0,0,1539477756.999896,37.76680095124782,-121.9589083270374,132.196,0,304.453125,3,25,-9999,1539477757.205383,-122.2747497558594,77.28048706054688,-3.730536460876465,60.33543014526367,46.98690795898438,15,14947.254936125,2,0,1539477757.425276,14944.17465,0,-44.31699,99.32794,1,0
1539477758.729637,82,0,0,1539477756.999896,37.76680095124782,-121.9589083270374,132.196,0,304.453125,3,25,-9999,1539477758.208441,-122.431640625,78.23504638671875,-2.078214645385742,60.33016204833984,46.98163986206055,15,14947.254936125,2,0,1539477757.425276,14946.080899,0,-44.41211,99.32908,1,0
1539477759.733623,83,0,0,1539477758.999894,37.76680095124782,-121.9589083270374,131.9807,0,304.453125,3,25,-9999,1539477759.212066,-122.4180755615234,78.14810180664062,-2.491981506347656,60.3317756652832,46.98325347900391,15,14947.254936125,2,0,1539477757.425276,14947.033721,0,-44.42004,99.32918,1,0
